cty,county_name,cty_pop2000,cz,cz_name,cz_pop2000,statename,state_id,stateabbrv,csa,csa_name,cbsa,cbsa_name,intersects_msa,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,tuition,gradrate_r,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20
1001,Autauga,43671,11101,Montgomery,367927,Alabama,1,AL,,,33860,"Montgomery, AL",1,0.33333334,0.23809524,0.20833333,0.13333334,0.375,0.23809524,0.26086956,0.13333334,0.5,0.66666669,0.66666669,0.80000001,13.601278,9489.02,0.79973507,0.14656377,0.11177799,0.15004025,0.57476449,85.52827038,84.7715736,72.41962775,83.92554992,68.46590909,70.94999981,0.03645476,0.043313328,0.037231367,0.12821591,0.37997571,0.10922839,0.06143,0.51950002,-0.897834068,56.112755,17.008999,1.3968079,0.037379384,0.35376173,0.52753121,0.65149277,0.16478693,1.1655332,0.057040141,0.051017838,73.277412,0.23312409,34379.539,126368.4,4.460056797,19.71598021,-7.3081331,0.003900534,18,,,41.872879,0.19159476,0.009353131,1059.6693,0.011183022,0
1003,Baldwin,140415,11001,Mobile,599405,Alabama,1,AL,380,"Mobile-Daphne-Fairhope, AL",19300,"Daphne-Fairhope-Foley, AL",1,0.26809651,0.23350254,0.16746412,0.17699115,0.29805014,0.26246721,0.19323671,0.13574661,0.59943181,0.74867725,0.83499998,0.83796299,19.085325,9618.34,-0.11360165,0.1455584,0.10722943,0.1155433,0.11856617,83.21537164,80.87105038,64.04782237,78.99231426,69.87399771,56.20999992,0.032570876,0.021566251,0.041103493,0.10054922,0.48973811,0.10147089,0.12718999,0.49911001,-0.362413676,47.242817,10.224691,1.7562225,0.039112385,0.78745097,1.0376892,0.5982495,0.12544091,2.1059005,0.04485988,0.023537371,87.960236,0.29552948,39219.598,163292.5,4.596590378,16.85098323,-13.628747,0.002538876,23.1,2055.6699,-0.2471655,44.49239,0.18677847,0.007371008,2209.9104,0.011756281,0
1005,Barbour,29038,10301,Eufaula,61458,Alabama,1,AL,,,,,0,0.22857143,0.25,0.18181819,0.11111111,0.29411766,0.5714286,0.54545456,0.27777779,0.54285717,0.5714286,0.90909094,0.72222221,18.513805,9761.77,0.5525707,0.1699224,0.10757498,0.12593524,0.067363322,88.86684194,85.83162218,67.55646817,81.51950719,64.76868327,109.26,0.021679502,0.021776592,0.020898161,0.039993055,0.49063659,0.26799801,0.097340003,0.40832999,-1.499348799,41.170193,46.039669,1.6461188,0.068131678,0.17296816,0.14500265,0.48017386,0.31374472,1.498037,0.016564502,0.023073214,32.814877,0.39412785,24274.195,91443.8,4.734407382,16.65671115,-15.955111,-0.007110563,10.9,,,37.718758,0.33785343,0.007748467,1570.2483,0.012058971,0
1007,Bibb,20826,10801,Tuscaloosa,261112,Alabama,1,AL,142,"Birmingham-Hoover-Talladega, AL",13820,"Birmingham-Hoover, AL",1,0.24444444,0.28,0.18181819,0.15000001,0.46666667,0.375,0.19047619,0.1,0.42222223,0.56,0.68181819,0.75,17.718826,11269.81,1.8572743,0.23440768,0.11219043,0.12962437,-0.23559394,83.72387823,85.47854785,64.35643564,80.52805281,57.22891566,87.32999992,0.017462416,0.028094048,0.002048353,0.10354976,0.41709781,0.20607495,0.06622,0.46136001,-0.930472436,46.36512,22.010948,1.008355,0.061639342,0.32455638,0.43960127,0.52889329,0.2374796,0.42735046,0.035820609,0.029338327,33.427227,0.2465824,24927.521,99441.8,4.154156578,18.95819209,-14.8391,-0.006157557,7.0999999,,,42.245155,0.19772905,0.004513589,1338.4412,0.008006617,0
1009,Blount,51024,10700,Birmingham,1038182,Alabama,1,AL,142,"Birmingham-Hoover-Talladega, AL",13820,"Birmingham-Hoover, AL",1,0.30434781,0.26086956,0.35294119,0.16666667,0.34782609,0.31818181,0.52941179,0.23529412,0.56521738,0.47826087,0.70588237,0.72222221,19.280413,10238.2,1.7817365,0.17795336,0.11795069,0.16297899,-0.003070292,84.62516917,84.46601942,68.15533981,79.22330097,66.02564103,95.18999982,0.013379107,0.015048956,0.013171224,0.079702742,0.33304188,0.11742806,0.062809996,0.59722,-1.304094641,50.791782,1.1719974,5.3269053,0.032847144,0.39948985,0.60710204,0.60572875,0.19523369,3.098542,0.038824867,0.033572437,79.035255,0.21390374,30229.857,115704.4,3.998976459,19.32381013,-10.218139,0.011457284,9.6000004,,,49.04332,0.12198818,0.002018658,987.43884,0.007011674,0
1011,Bullock,11714,9800,Auburn,150911,Alabama,1,AL,,,,,1,,,,,,,,,,,,,16.243206,9567.91,-0.2624715,0.13970999,0.10923404,0.11139681,-1.0960833,80.28933394,76.11111111,66.66666667,72.77777778,56.97674419,117.26,0.021241747,0.016002938,0.010813415,0.047157209,0.46218148,0.33484119,0.14884999,0.34630001,-1.424088482,21.043196,72.44323,2.7488475,0.090816587,0.10551152,0.041689675,0.41603264,0.23219994,3.0561721,0.009219737,0.018524842,18.742023,0.42294782,18084.561,75447.8,4.800756916,19.71759789,-18.839746,-0.015715327,7.6999998,,,37.232834,0.51721555,0.003158614,1858.1779,0.008010842,0
1013,Butler,21399,11101,Montgomery,367927,Alabama,1,AL,,,,,1,0.11538462,0.13636364,0.1,0.22222222,0.58333331,0.33333334,0.5,0.22222222,0.42307693,0.81818181,0.40000001,0.66666669,17.095345,10612.92,-0.17123505,0.15919507,0.091413729,0.11891865,-0.67651004,87.97709697,82.8125,63.02083333,79.42708333,59.89847716,142.9599996,0.023980023,0.025616296,0.015354693,0.092676222,0.49888429,0.24618077,0.11457,0.37678,-0.90465366,50.007011,40.520584,0.66825551,0.068600416,-0.012961254,0.083433807,0.54526699,0.22945291,0.364503,0.014112809,0.017570915,27.545246,0.36354125,30493.453,76914.1,4.646273367,17.33724205,-25.707706,0.014176407,10.4,,,40.244465,0.33039969,0.004626385,1299.3331,0.011749152,0
1015,Calhoun,112249,9600,LaGrange,457299,Alabama,1,AL,,,11500,"Anniston-Oxford-Jacksonville, AL",1,0.29411766,0.24035609,0.17088607,0.18248175,0.25,0.31707317,0.26623377,0.33582088,0.54430377,0.73063976,0.82312924,0.81060606,16.074638,11551.97,0.00581523,0.15703145,0.098395132,0.12114692,-0.5938068,83.52973859,80.07736944,62.86266925,77.75628627,59.98389694,99.23999977,0.053608049,0.060882602,0.046349186,0.20809069,0.43081859,0.16111262,0.10314,0.53680998,-1.381220035,64.293671,18.463417,1.5617067,0.050140291,-0.062724926,-0.061356414,0.57834333,0.21685891,1.6989015,0.020980142,0.021692844,184.48003,0.31431344,31739.221,95442.8,4.285027442,19.37647325,-7.0255618,0.003818475,15.2,2506.3513,-0.034473788,42.289951,0.24217698,0.008780445,1722.6158,0.011815377,0
1017,Chambers,36583,9600,LaGrange,457299,Alabama,1,AL,194,"Columbus-Auburn-Opelika, GA-AL",46740,"Valley, AL",1,0.23684211,0.14814815,0.14285715,0.375,0.44444445,0.5,0.2857143,0.5,0.66666669,0.62962961,0.71428573,0.75,18.821367,9133.38,0.12552735,0.17603263,0.091151074,0.1194643,-0.21372616,81.01722383,86.04954368,58.53976532,82.79009126,64.53900709,89.29999995,0.006900959,0.006029283,0.005521662,0.08246915,0.42171121,0.17036049,0.10488,0.50301999,-1.014654029,54.241043,37.919254,0.76538283,0.049431171,-0.066545889,-0.026753141,0.58554852,0.36833388,0.80365193,0.023480852,0.027417106,61.260845,0.37170514,28871.576,78513.7,5.094594961,16.51960605,-23.00996,0.002565805,9.5,,,38.910061,0.3092832,0.006943116,1286.0668,0.00841013,0
1019,Cherokee,23988,6600,Rome,418304,Alabama,1,AL,,,,,1,0.22727273,0.17647059,0.083333336,0.16666667,0.36363637,0.3125,0.45454547,0.16666667,0.36363637,0.64705884,0.75,0.83333331,18.7789,10813.24,1.0006729,0.16847253,0.12485497,0.12893893,0.11679995,88.3199512,88.59470468,62.11812627,87.78004073,64.08450704,115.5,0.005631481,0.008053321,0.002100225,0.014170052,0.4047915,0.15558663,0.10685,0.51244998,-2.183949931,52.584625,5.5319328,0.85042518,0.041400995,0.27867803,0.32687014,0.54958552,0.35834971,1.0797064,0.025262631,0.022594631,43.368462,0.25521046,28795.928,101441.3,4.6327654,17.78228047,-11.426178,0.016549628,9.6999998,,,44.802982,0.14900427,0.003794829,1118.7125,0.007538285,0
1021,Chilton,39593,10700,Birmingham,1038182,Alabama,1,AL,142,"Birmingham-Hoover-Talladega, AL",13820,"Birmingham-Hoover, AL",1,0.18518518,0.35294119,0.090909094,0.22222222,0.36000001,0.23529412,0.18181819,0.55555558,0.48148149,0.64705884,0.81818181,0.77777779,19.997862,10632.88,0.1113354,0.15755509,0.11857118,0.10473447,0.24873756,84.74511902,83.92857143,69.41964286,82.8125,62.09386282,68.19999981,0.006759331,0.007733473,0.005057967,0.074435912,0.39097571,0.15702289,0.066430002,0.52104998,-0.175597228,62.710579,10.433662,2.9096053,0.043664124,0.29338169,0.49056143,0.59715176,0.16912313,1.8866971,0.02684818,0.022428207,57.052181,0.22376037,28448.609,109039.4,4.091896145,18.01823761,-12.330642,0.000216785,9.8999996,,,46.144299,0.17110266,0.005303968,1100.3759,0.010729565,0
1023,Choctaw,15922,10802,Demopolis,63233,Alabama,1,AL,,,,,0,0.14634146,0.17073171,0.18518518,0.16666667,0.51948053,0.27027026,0.2962963,0.17391305,0.62195122,0.68292683,0.77777779,0.70833331,17.898106,10079.29,1.2800556,0.19694296,0.097032875,0.14813566,0.14985444,87.69859713,84.32304038,61.75771971,78.85985748,66.86046512,63.69999993,0.009690608,0.005526518,0.014627681,0.1426055,0.4696517,0.24513915,0.073830001,0.38282001,-0.064120686,51.632957,43.870117,0.6720261,0.064941652,-0.054456916,0.036507662,0.48661977,0.26293656,0.55269438,0.006845874,0.014947871,17.429403,0.25628331,27724.395,80646.5,5.843547773,16.13958888,-14.783903,0.040522754,9.6000004,,,43.134087,0.28218779,0.002512247,1079.8477,0.007187014,0
1025,Clarke,27867,11001,Mobile,599405,Alabama,1,AL,,,,,1,0.06666667,0.11111111,0.090909094,0,0.43333334,0.6111111,0.30000001,0.27272728,0.5,0.66666669,0.63636363,0.84615386,16.63706,10074.33,0.47265205,0.18950894,0.088858187,0.12681915,-1.1634821,81.77970979,78.76588022,54.26497278,71.50635209,62.18181818,108.3299999,0.012029151,0.006156098,0.010905664,0.03535578,0.4640328,0.22588158,0.074720003,0.42315999,-0.627652465,57.462234,42.767433,0.64592528,0.089300223,0.005956249,0.10217349,0.54253238,0.28811756,0.53468257,0.014353895,0.02052607,22.502872,0.36211342,28073.506,90510.7,4.494454383,16.65110912,-16.948982,-0.035240043,12.1,,,42.71294,0.26443851,0.007392256,1918.3553,0.013171894,0
1027,Clay,14254,9500,Talladega,148252,Alabama,1,AL,,,,,0,0.15000001,0.33333334,0.33333334,0.2,0.60000002,0.33333334,0,0.25,0.25,0.52380955,0.66666669,0.80000001,18.777563,10799.9,-0.26656881,0.18329878,0.088627644,0.099437177,-1.0222834,86.36572747,80.95238095,58.57142857,78.0952381,58.16993464,144.3199997,0.004415689,0.006513922,0.002002257,0.061163545,0.38402018,0.17108934,0.06498,0.49074,-1.087436609,74.000282,15.56756,1.7749405,0.055295952,0.040210173,0.11497516,0.55892557,0.374199,0.89097798,0.014802862,0.022730462,23.557451,0.3312937,26455.26,82912.6,4.52256074,15.98395681,-14.825784,-0.021693489,7.8000002,,,44.895561,0.19052988,0.003437632,1797.3136,0.005619426,0
1029,Cleburne,14123,9600,LaGrange,457299,Alabama,1,AL,,,,,1,0.21428572,0.40000001,0,0.2,0.42857143,0,0,0,0.5,0.80000001,0.75,0.80000001,17.618818,10151.71,-0.56438541,0.15545525,0.082959257,0.11320359,-1.2118591,82.94655114,78.75457875,53.47985348,75.45787546,50.3030303,91.64999986,0.002709508,0.004156475,0.001176396,0.10103508,0.29578501,0.13946016,0.0385,0.62272,-0.889806413,69.36203,3.6890178,1.4019684,0.047680411,0.12131798,0.17057455,0.5873372,0.27407888,0.94172627,0.028251788,0.030163563,25.210135,0.25843072,27411.094,95042.9,4.589631975,18.63521963,-7.7140446,0.011222509,9.1999998,,,52.032295,0.13562092,0.003894357,943.28357,0.007537119,0
1031,Coffee,43615,10302,Dothan,223605,Alabama,1,AL,222,"Dothan-Enterprise-Ozark, AL",21460,"Enterprise, AL",1,0.19607843,0.28947368,0.1,0.17142858,0.36956522,0.27777779,0.36666667,0.2647059,0.60784316,0.7368421,0.69999999,0.77142859,18.114489,9246.25,0.72971117,0.17874269,0.11459731,0.11984806,0.054357272,85.97460887,84.07720145,63.44993969,81.30277443,70.19027484,95.14999986,0.064815201,0.061779473,0.079233132,0.11228447,0.44852901,0.14695911,0.1181,0.51354003,-1.359605268,69.583855,18.227674,2.7123694,0.056401812,0.13188696,0.18030787,0.59588259,0.16889137,2.6550498,0.041293133,0.036592915,64.235115,0.37610835,33960.359,102107.8,4.505553953,16.83546657,-5.623281,0.010352186,19.299999,1560,-0.030344421,43.485626,0.22706956,0.007260274,1761.2327,0.010937006,0
1033,Colbert,54984,6200,Florence,230941,Alabama,1,AL,,,22520,"Florence-Muscle Shoals, AL",1,0.3548387,0.25,0,0.19047619,0.40983605,0.46341464,0.41666666,0.2857143,0.5,0.59090906,0.66666669,0.90476191,14.653066,10491.2,1.632327,0.19835804,0.11011919,0.14908095,0.44205076,85.96802525,89.64723926,58.28220859,89.87730061,65.00691563,69.57999992,0.0296719,0.032986477,0.023030855,0.08810927,0.42495948,0.13959989,0.079049997,0.50655001,-0.545878657,66.826714,16.542995,1.1239634,0.062548444,0.008529137,0.028638914,0.56196135,0.21183908,0.88207477,0.024952714,0.024443474,92.482773,0.34845638,33145.203,96375.9,5.865719159,16.0787834,-8.2965536,-0.000982615,14.1,1440,-0.25408888,41.822567,0.21465051,0.002819002,3000.7356,0.015131091,0
1035,Conecuh,14089,11002,Atmore,76853,Alabama,1,AL,,,,,0,0.27272728,0.44444445,,0,0.30000001,0,,0,0.45454547,0.77777779,,0,18.634174,11669.29,0.71257794,0.16498853,0.10173307,0.14261723,-1.8775021,88.31129413,74.77477477,53.15315315,70.57057057,58.23529412,178.8499999,0.013162768,0.012470606,0.006538528,0.028252022,0.48266381,0.26588976,0.14462,0.40944999,-1.015297524,42.068279,43.232311,0.72396904,0.066629022,-0.1130068,-0.074016832,0.49572492,0.25868806,0.38327771,0.014408404,0.028532898,16.559826,0.28955352,25457.959,78113.8,4.705177578,17.26456996,-16.57288,0.032350775,9.1999998,1500,-0.083013147,40.745705,0.31917271,0.005323302,1129.0736,0.008883243,0
1037,Coosa,12202,9500,Talladega,148252,Alabama,1,AL,142,"Birmingham-Hoover-Talladega, AL",45180,"Talladega-Sylacauga, AL",0,,,,,,,,,,,,,16.779089,10470.18,2.0715551,0.21965416,0.097187594,0.165444,-0.57020849,84.41292929,85,58.33333333,74.44444444,62.60162602,100.04,0.01320626,0.008754677,0.018259281,0.17251123,0.33103499,0.14930438,0.074500002,0.47046,-1.943820368,27.806917,33.986233,1.2948697,0.061774615,0.07251472,0.10898662,0.54324073,0.37099773,0.31961975,0.041796427,0.046877561,18.702007,0.22566183,27354.184,79313.5,4.442463533,19.11156132,-26.004416,-0.000832029,8,,,39.321808,0.22879544,0.004835273,1123.7458,0.006771478,0
1039,Covington,37631,11102,Troy,80901,Alabama,1,AL,,,,,0,0.3255814,0.21212122,0.16666667,0,0.39024389,0.51612902,0.33333334,0.21428572,0.62790698,0.66666669,0.5,0.53333336,17.539841,10976,0.18136926,0.1751004,0.096851334,0.11677866,-0.5418939,88.73529297,85.6812933,61.77829099,78.29099307,66.1971831,153.3099999,0.017771985,0.012928959,0.015587445,0.12103979,0.46358642,0.18449667,0.10436,0.48109999,-1.120404114,69.929047,12.271797,0.77595598,0.057652671,0.02119403,0.024708854,0.55917954,0.18916623,0.57399482,0.017963913,0.015678563,36.400093,0.42118177,29839.672,75581.1,4.367982771,16.6388514,-3.1976237,0.017030468,12.2,1516.0396,-0.12711516,46.687706,0.21482766,0.00581967,2507.4565,0.010779502,0
1041,Crenshaw,13665,11102,Troy,80901,Alabama,1,AL,,,,,0,0.2,0.33333334,0,0.14285715,0.1875,0.3888889,0.40000001,0.2857143,0.55000001,0.72222221,0.89999998,0.85714287,18.919851,9528.05,2.2417452,0.23661602,0.12083336,0.13592167,-0.55686867,82.82940075,77.41935484,69.58525346,74.19354839,58.82352941,87.9599998,0.012849685,0.005385943,0.01444995,0.024454743,0.40175489,0.22106205,0.058510002,0.43555,-2.026821928,58.4925,24.654226,0.63666302,0.054692663,-0.031537917,0.064083733,0.5407297,0.1598023,0.26344675,0.025393341,0.02766191,22.417065,0.27651444,28369.6,68382.9,4.510629429,17.75443935,-15.437658,-0.005858932,11.2,,,49.146595,0.2644676,0.010245152,1166.4099,0.007744672,0
1043,Cullman,77483,10700,Birmingham,1038182,Alabama,1,AL,142,"Birmingham-Hoover-Talladega, AL",18980,"Cullman, AL",1,0.20560747,0.30487806,0.18181819,0.25581396,0.23076923,0.28048781,0.25,0.29268292,0.63551402,0.78313255,0.69696969,0.72093022,18.920174,10559.13,1.2787137,0.18536574,0.11957887,0.13375047,0.66924542,86.01376842,87.94223827,67.4368231,83.68231047,71.21019108,64.62999988,0.012122912,0.016046096,0.009740342,0.09276212,0.39443851,0.12999162,0.091150001,0.57138002,-0.789502843,71.158829,0.93697971,2.1785424,0.042034995,0.25698388,0.39427137,0.60186201,0.22996694,1.7165055,0.021062685,0.020107637,104.92966,0.28210953,31528.854,113305,4.203968598,18.68718496,-5.0550866,0.012681869,11.9,1200,0.10905205,48.457314,0.14520214,0.004789878,1798.4115,0.010455132,0
1045,Dale,49129,10302,Dothan,223605,Alabama,1,AL,222,"Dothan-Enterprise-Ozark, AL",37120,"Ozark, AL",1,0.22727273,0.23999999,0.22222222,0.20833333,0.35714287,0.22448979,0.47368422,0.39130434,0.63636363,0.63999999,0.84210527,0.875,14.870332,10397.68,0.007598738,0.16290118,0.0894664,0.12593019,0.18307713,83.37700159,83.87516255,67.36020806,81.53446034,68.14159292,78.61999989,0.025659315,0.032988418,0.016242845,0.075942725,0.4117333,0.15093543,0.10967,0.54728001,-2.529646849,48.620979,20.155102,3.3422217,0.050581165,0.027352,0.039422046,0.62272567,0.13902037,3.059293,0.051212115,0.062692096,87.562431,0.37948522,28494.76,91977,4.640475115,16.52825331,-10.740955,0.002101921,14,,-0.15857564,43.99041,0.25011027,0.005777115,1190.599,0.010694904,0
1047,Dallas,46365,10801,Tuscaloosa,261112,Alabama,1,AL,,,42820,"Selma, AL",1,0.28965518,0.21428572,0.06666667,0.041666668,0.52482271,0.45588234,0.40000001,0.26086956,0.55479455,0.60000002,0.71111113,0.83333331,16.060736,9813.2,0.40399811,0.16971822,0.10731547,0.11986308,-1.1493473,79.51551702,69.85951469,61.04725415,68.83780332,65.32258065,84.7099998,0.06056961,0.063129671,0.055817764,0.21251595,0.53566337,0.31054857,0.11566,0.34358999,-1.172149494,43.608326,62.980698,0.62547183,0.084006369,-0.14108668,-0.17868814,0.49975505,0.24572802,0.69448936,0.01214278,0.020360185,47.276848,0.37600324,26798.918,85445.3,4.450777202,17.26988723,-21.956573,-0.025036706,13.9,3190.3149,-0.12271564,37.322254,0.44148669,0.007160574,1338.0636,0.01614443,0
1049,DeKalb,64452,6100,Gadsden,304068,Alabama,1,AL,,,,,1,0.19,0.22033899,0.16666667,0.125,0.30303031,0.33333334,0.5,0.30434781,0.56999999,0.66101694,0.625,0.83333331,23.459303,10361,2.3830919,0.2211687,0.12875797,0.14563632,-0.10410786,85.67619715,87.91821561,57.43494424,85.22304833,61.3458529,94.52999997,0.010909351,0.003399606,0.011061754,0.12988776,0.44149879,0.15391023,0.13011999,0.54356998,-1.23819623,59.979523,1.650841,5.5514183,0.043788217,0.20116292,0.36034688,0.61502177,0.39614072,4.1084838,0.019208093,0.022171539,82.852493,0.30637503,29350.537,89577.6,4.500640583,17.65903223,-13.84806,0.01875381,8.3000002,1320,0.08798638,48.213566,0.16586827,0.004855725,1534.1531,0.010409107,0
1051,Elmore,65874,11101,Montgomery,367927,Alabama,1,AL,,,33860,"Montgomery, AL",1,0.39130434,0.22105263,0.125,0.1724138,0.31343284,0.23595506,0.24193548,0.12727273,0.48571429,0.80000001,0.796875,0.75862068,14.295886,10227.08,0.55572534,0.17458519,0.09368626,0.13675912,0.20084383,82.90329405,83.7164751,71.16858238,79.78927203,68.95973154,84.19999981,0.038734358,0.03656802,0.041287985,0.057417262,0.378218,0.10243886,0.060199998,0.54000998,-2.008393729,46.519112,20.501261,1.2220299,0.038633361,0.51818389,0.68939352,0.59009701,0.14537004,1.0823694,0.05446762,0.038072684,106.03364,0.17786662,31156.057,130634,3.873856439,19.34277797,-11.703697,0.013226914,16.6,,,43.720287,0.19124396,0.006213977,1141.4347,0.00799149,0
1053,Escambia,38440,11002,Atmore,76853,Alabama,1,AL,,,,,0,0.27777779,0.31578946,0,0.21428572,0.44117647,0.2631579,0.54545456,0.15384616,0.5,0.52631581,0.83333331,0.71428573,19.473291,11176.82,1.0358666,0.18258208,0.11465072,0.13027647,-1.2363148,86.56658875,74.57627119,57.99031477,72.39709443,61.77777778,130.4599996,0.020129839,0.016659342,0.022152714,0.16432965,0.4873572,0.20869589,0.13828,0.47277999,-1.290508303,53.059315,30.69459,0.98595208,0.055973958,0,0.056403361,0.52031392,0.22126319,0.60874087,0.018990635,0.023933403,40.574936,0.42332414,26024.191,88911.1,4.823430063,17.63012437,-14.559085,-0.005136452,10.6,1560,0.035238888,43.472733,0.26557377,0.008272633,1472.1268,0.012149153,0
1055,Etowah,103459,6100,Gadsden,304068,Alabama,1,AL,,,23460,"Gadsden, AL",1,0.33571428,0.24647887,0.24561404,0.14457831,0.28467155,0.25925925,0.28318584,0.2278481,0.5244565,0.62645912,0.8018868,0.81481481,18.334936,12023.26,0.76871043,0.17309149,0.10678603,0.13379711,-0.34608907,80.91423247,84.85456369,63.89167503,80.99297894,58.24175824,92.12999988,0.064672776,0.064079836,0.067363866,0.32425183,0.4757486,0.15697978,0.11214,0.49496999,-0.452156002,68.312088,14.614485,1.7040567,0.060030557,0.003900754,0.09738148,0.56554717,0.21399622,1.6305976,0.019988595,0.021206468,193.44554,0.30425012,31576.697,94909.6,4.646809149,17.10984755,-9.5896988,0.013853901,13.4,1560,-0.16096641,42.706387,0.2372254,0.006401041,1292.9387,0.017390488,0
1057,Fayette,18495,10600,Jasper,161169,Alabama,1,AL,,,,,1,0.22222222,0.2631579,0.1,0.16666667,0.23076923,0.42105263,0.33333334,0.40000001,0.62962961,0.63157892,0.80000001,0.33333334,16.938368,9606.25,1.7108347,0.22885129,0.1069522,0.13276914,-0.59147626,81.25648879,82.70893372,52.16138329,79.25072046,63.06306306,79.27999997,0.014551849,0.012333822,0.010668959,0.087045386,0.38373849,0.17324223,0.083149999,0.53588003,0.183614436,54.841846,11.8897,0.82184374,0.057483863,-0.016694136,0.008426613,0.54906523,0.30713031,0.68667203,0.018924034,0.016490943,29.466585,0.33852139,27426.598,85445.3,4.425429553,18.10292096,-4.0590849,-0.006762633,9.1999998,,,46.760468,0.18516913,0.005642704,1848.3464,0.008026366,0
1059,Franklin,31223,6200,Florence,230941,Alabama,1,AL,,,,,1,0.31428573,0.27777779,0.2,0,0.2857143,0.27777779,0.13333334,0.40000001,0.45714286,0.5,0.93333334,0.83333331,23.20653,11066.61,2.5279567,0.21637468,0.13779262,0.14634138,-0.34830731,83.35667241,89.33933934,59.45945946,84.98498498,56.4231738,113.4499998,0.00585461,0.005759016,0.0051186,0.15114951,0.43866348,0.18885207,0.11765,0.54359001,-0.728674674,64.593414,4.1860166,7.4176087,0.069554083,0.10134039,0.1628219,0.56595761,0.35052335,5.5535984,0.02008135,0.024116837,49.120205,0.36402842,27611.736,83712.4,4.466468219,16.79177027,-2.577008,-0.00707028,9.6999998,,,46.629795,0.18247992,0.004483874,1823.3982,0.00925407,0
1061,Geneva,25764,10302,Dothan,223605,Alabama,1,AL,222,"Dothan-Enterprise-Ozark, AL",20020,"Dothan, AL",1,0.27272728,0.22222222,0.18181819,0,0.48387095,0.25925925,0.36363637,0.55555558,0.38235295,0.81481481,0.63636363,0.66666669,19.72452,10284.26,-0.13718729,0.14749156,0.10741358,0.11286769,0.029774833,84.60735471,87.07692308,69.84615385,81.07692308,63.48773842,107.8299999,0.00540003,0.007323569,0.007273404,0.026747068,0.43250459,0.19618593,0.11754,0.48440999,-1.224840558,65.762306,10.576774,1.7582674,0.058392357,0.062301572,0.17356277,0.57994592,0.1946526,0.76463282,0.026859183,0.0266263,44.707397,0.28407434,27748.285,74514.7,4.780999529,16.5412777,-13.181124,-0.004118748,8.6999998,,,44.948872,0.20087473,0.003997827,1434.3046,0.007762475,0
1063,Greene,9974,10802,Demopolis,63233,Alabama,1,AL,,,,,0,,,,,,,,,,,,,18.112009,8742.56,-0.5175305,0.1536416,0.080383249,0.11925126,-0.86594141,85.50895848,78.53403141,72.77486911,76.43979058,50.60240964,133.1699996,0.000614804,0.000119714,0.001286319,0.002881582,0.45189911,0.34276763,0.095090002,0.30118001,-0.368594298,18.959293,79.847603,0.58151197,0.065075308,-0.095000453,0.030529954,0.47936764,0.16950788,0.67174655,0.014437538,0.027671947,15.442854,0.28354174,27643.834,75981,5.273423423,17.87648649,-25.223083,0.015445549,10.5,,,35.650852,0.50777602,0.006216162,1640.8943,0.010174699,0
1065,Hale,17185,10801,Tuscaloosa,261112,Alabama,1,AL,,,46220,"Tuscaloosa, AL",1,0.14634146,0.039999999,0.2,0.125,0.54054052,0.40000001,0.40000001,0.4375,0.53658539,0.60000002,0.66666669,0.625,16.623535,9545.41,0.18212546,0.18169934,0.094739065,0.1139983,-0.93914109,87.85997028,71.78571429,61.42857143,74.28571429,59.66386555,99.25,0.029176841,0.015246395,0.022504244,0.10442281,0.58516979,0.26882231,0.22902,0.36074999,-1.680196886,39.522839,58.620888,0.91358739,0.066044405,0.10132018,0.18850617,0.49807799,0.25350907,0.3084085,0.027640384,0.022112307,26.695745,0.30349776,25042.623,88377.9,4.765620417,16.81226166,-20.592661,-0.007047252,8.1000004,,,39.186092,0.37419906,0.001895027,1163.505,0.004306315,0
